symbol,date,close,ccy,source
ACME,2025-01-01,37.43,USD,synthetic
ACME,2025-01-02,38.04,USD,synthetic
ACME,2025-01-03,38.16,USD,synthetic
ACME,2025-01-06,38.1,USD,synthetic
ACME,2025-01-07,39.28,USD,synthetic
ACME,2025-01-08,40.12,USD,synthetic
ACME,2025-01-09,39.9,USD,synthetic
ACME,2025-01-10,42.1,USD,synthetic
ACME,2025-01-13,41.15,USD,synthetic
ACME,2025-01-14,41.91,USD,synthetic
ACME,2025-01-15,41.7,USD,synthetic
ACME,2025-01-16,41.82,USD,synthetic
ACME,2025-01-17,42.43,USD,synthetic
ACME,2025-01-20,42.63,USD,synthetic
ACME,2025-01-21,43.18,USD,synthetic
ACME,2025-01-22,41.88,USD,synthetic
ACME,2025-01-23,40.63,USD,synthetic
ACME,2025-01-24,41.14,USD,synthetic
ACME,2025-01-27,40.36,USD,synthetic
ACME,2025-01-28,39.54,USD,synthetic
ACME,2025-01-29,38.39,USD,synthetic
ACME,2025-01-30,39.37,USD,synthetic
ACME,2025-01-31,39.97,USD,synthetic
ACME,2025-02-03,41.16,USD,synthetic
ACME,2025-02-04,40.4,USD,synthetic
ACME,2025-02-05,40.42,USD,synthetic
ACME,2025-02-06,39.51,USD,synthetic
ACME,2025-02-07,40.12,USD,synthetic
ACME,2025-02-10,41.41,USD,synthetic
ACME,2025-02-11,40.69,USD,synthetic
ACME,2025-02-12,41.97,USD,synthetic
ACME,2025-02-13,42.81,USD,synthetic
ACME,2025-02-14,42.67,USD,synthetic
ACME,2025-02-17,41.0,USD,synthetic
ACME,2025-02-18,42.17,USD,synthetic
ACME,2025-02-19,42.1,USD,synthetic
ACME,2025-02-20,41.6,USD,synthetic
ACME,2025-02-21,41.95,USD,synthetic
ACME,2025-02-24,42.31,USD,synthetic
ACME,2025-02-25,43.59,USD,synthetic
ACME,2025-02-26,42.71,USD,synthetic
ACME,2025-02-27,43.69,USD,synthetic
ACME,2025-02-28,45.01,USD,synthetic
ACME,2025-03-03,46.33,USD,synthetic
ACME,2025-03-04,46.17,USD,synthetic
ACME,2025-03-05,45.5,USD,synthetic
ACME,2025-03-06,46.44,USD,synthetic
ACME,2025-03-07,46.56,USD,synthetic
ACME,2025-03-10,46.69,USD,synthetic
ACME,2025-03-11,48.03,USD,synthetic
ACME,2025-03-12,47.8,USD,synthetic
ACME,2025-03-13,45.61,USD,synthetic
ACME,2025-03-14,45.28,USD,synthetic
ACME,2025-03-17,43.61,USD,synthetic
ACME,2025-03-18,44.34,USD,synthetic
ACME,2025-03-19,44.63,USD,synthetic
ACME,2025-03-20,44.1,USD,synthetic
ACME,2025-03-21,44.1,USD,synthetic
ACME,2025-03-24,44.85,USD,synthetic
ACME,2025-03-25,44.94,USD,synthetic
ACME,2025-03-26,46.14,USD,synthetic
ACME,2025-03-27,46.1,USD,synthetic
ACME,2025-03-28,47.07,USD,synthetic
ACME,2025-03-31,48.49,USD,synthetic
ACME,2025-04-01,50.07,USD,synthetic
ACME,2025-04-02,49.41,USD,synthetic
ACME,2025-04-03,50.29,USD,synthetic
ACME,2025-04-04,48.42,USD,synthetic
ACME,2025-04-07,47.39,USD,synthetic
ACME,2025-04-08,45.54,USD,synthetic
ACME,2025-04-09,46.53,USD,synthetic
ACME,2025-04-10,45.4,USD,synthetic
ACME,2025-04-11,45.4,USD,synthetic
ACME,2025-04-14,45.24,USD,synthetic
ACME,2025-04-15,45.22,USD,synthetic
ACME,2025-04-16,44.7,USD,synthetic
ACME,2025-04-17,44.93,USD,synthetic
ACME,2025-04-18,46.55,USD,synthetic
ACME,2025-04-21,46.6,USD,synthetic
ACME,2025-04-22,47.11,USD,synthetic
ACME,2025-04-23,48.07,USD,synthetic
ACME,2025-04-24,47.89,USD,synthetic
ACME,2025-04-25,46.7,USD,synthetic
ACME,2025-04-28,46.2,USD,synthetic
ACME,2025-04-29,47.2,USD,synthetic
ACME,2025-04-30,45.66,USD,synthetic
ACME,2025-05-01,45.13,USD,synthetic
ACME,2025-05-02,46.05,USD,synthetic
ACME,2025-05-05,46.8,USD,synthetic
ACME,2025-05-06,46.82,USD,synthetic
ACME,2025-05-07,47.59,USD,synthetic
ACME,2025-05-08,47.76,USD,synthetic
ACME,2025-05-09,46.65,USD,synthetic
ACME,2025-05-12,45.2,USD,synthetic
ACME,2025-05-13,44.64,USD,synthetic
ACME,2025-05-14,45.47,USD,synthetic
ACME,2025-05-15,44.97,USD,synthetic
ACME,2025-05-16,44.18,USD,synthetic
ACME,2025-05-19,43.51,USD,synthetic
ACME,2025-05-20,42.19,USD,synthetic
ACME,2025-05-21,42.1,USD,synthetic
ACME,2025-05-22,41.12,USD,synthetic
ACME,2025-05-23,41.43,USD,synthetic
ACME,2025-05-26,39.49,USD,synthetic
ACME,2025-05-27,39.76,USD,synthetic
ACME,2025-05-28,39.26,USD,synthetic
ACME,2025-05-29,37.75,USD,synthetic
ACME,2025-05-30,38.31,USD,synthetic
ACME,2025-06-02,38.11,USD,synthetic
ACME,2025-06-03,36.42,USD,synthetic
ACME,2025-06-04,35.79,USD,synthetic
ACME,2025-06-05,36.01,USD,synthetic
ACME,2025-06-06,35.69,USD,synthetic
ACME,2025-06-09,36.26,USD,synthetic
ACME,2025-06-10,36.81,USD,synthetic
ACME,2025-06-11,37.31,USD,synthetic
ACME,2025-06-12,37.57,USD,synthetic
ACME,2025-06-13,38.58,USD,synthetic
ACME,2025-06-16,39.1,USD,synthetic
ACME,2025-06-17,39.47,USD,synthetic
ACME,2025-06-18,37.83,USD,synthetic
ACME,2025-06-19,38.52,USD,synthetic
ACME,2025-06-20,39.55,USD,synthetic
ACME,2025-06-23,39.32,USD,synthetic
ACME,2025-06-24,38.96,USD,synthetic
ACME,2025-06-25,40.49,USD,synthetic
ACME,2025-06-26,39.08,USD,synthetic
ACME,2025-06-27,39.46,USD,synthetic
ACME,2025-06-30,41.38,USD,synthetic
ACME,2025-07-01,40.62,USD,synthetic
ACME,2025-07-02,41.2,USD,synthetic
ACME,2025-07-03,42.76,USD,synthetic
ACME,2025-07-04,42.67,USD,synthetic
ACME,2025-07-07,43.17,USD,synthetic
ACME,2025-07-08,43.96,USD,synthetic
ANDES,2024-12-02,11894.91,COP,synthetic
ANDES,2024-12-03,11887.88,COP,synthetic
ANDES,2024-12-04,11926.25,COP,synthetic
ANDES,2024-12-05,12028.27,COP,synthetic
ANDES,2024-12-06,12027.72,COP,synthetic
ANDES,2024-12-09,12007.84,COP,synthetic
ANDES,2024-12-10,11889.43,COP,synthetic
ANDES,2024-12-11,11850.32,COP,synthetic
ANDES,2024-12-12,11959.54,COP,synthetic
ANDES,2024-12-13,11975.29,COP,synthetic
ANDES,2024-12-16,11876.73,COP,synthetic
ANDES,2024-12-17,11780.34,COP,synthetic
ANDES,2024-12-18,12098.02,COP,synthetic
ANDES,2024-12-19,12239.55,COP,synthetic
ANDES,2024-12-20,12321.24,COP,synthetic
ANDES,2024-12-23,12005.46,COP,synthetic
ANDES,2024-12-24,12083.67,COP,synthetic
ANDES,2024-12-25,12145.38,COP,synthetic
ANDES,2024-12-26,12353.56,COP,synthetic
ANDES,2024-12-27,12410.11,COP,synthetic
ANDES,2024-12-30,12405.46,COP,synthetic
ANDES,2024-12-31,12473.99,COP,synthetic
ANDES,2025-01-01,12235.22,COP,synthetic
ANDES,2025-01-02,12365.31,COP,synthetic
ANDES,2025-01-03,12409.19,COP,synthetic
ANDES,2025-01-06,12325.79,COP,synthetic
ANDES,2025-01-07,12492.88,COP,synthetic
ANDES,2025-01-08,12722.66,COP,synthetic
ANDES,2025-01-09,12548.06,COP,synthetic
ANDES,2025-01-10,12468.21,COP,synthetic
ANDES,2025-01-13,12508.27,COP,synthetic
ANDES,2025-01-14,12534.97,COP,synthetic
ANDES,2025-01-15,12488.78,COP,synthetic
ANDES,2025-01-16,12370.86,COP,synthetic
ANDES,2025-01-17,12636.89,COP,synthetic
ANDES,2025-01-20,12771.77,COP,synthetic
ANDES,2025-01-21,12623.08,COP,synthetic
ANDES,2025-01-22,12457.09,COP,synthetic
ANDES,2025-01-23,12672.98,COP,synthetic
ANDES,2025-01-24,12802.14,COP,synthetic
ANDES,2025-01-27,13039.1,COP,synthetic
ANDES,2025-01-28,13148.65,COP,synthetic
ANDES,2025-01-29,13037.93,COP,synthetic
ANDES,2025-01-30,13075.83,COP,synthetic
ANDES,2025-01-31,12797.3,COP,synthetic
ANDES,2025-02-03,12705.4,COP,synthetic
ANDES,2025-02-04,12701.73,COP,synthetic
ANDES,2025-02-05,12771.94,COP,synthetic
ANDES,2025-02-06,12682.85,COP,synthetic
ANDES,2025-02-07,12670.9,COP,synthetic
ANDES,2025-02-10,12732.8,COP,synthetic
ANDES,2025-02-11,12784.58,COP,synthetic
ANDES,2025-02-12,12869.98,COP,synthetic
ANDES,2025-02-13,12900.74,COP,synthetic
ANDES,2025-02-14,12862.82,COP,synthetic
ANDES,2025-02-17,12968.19,COP,synthetic
ANDES,2025-02-18,12978.48,COP,synthetic
ANDES,2025-02-19,12875.16,COP,synthetic
ANDES,2025-02-20,12798.43,COP,synthetic
ANDES,2025-02-21,12802.23,COP,synthetic
ANDES,2025-02-24,12792.04,COP,synthetic
ANDES,2025-02-25,12815.96,COP,synthetic
ANDES,2025-02-26,12819.74,COP,synthetic
ANDES,2025-02-27,12846.13,COP,synthetic
ANDES,2025-02-28,12832.73,COP,synthetic
ANDES,2025-03-03,12675.09,COP,synthetic
ANDES,2025-03-04,12732.3,COP,synthetic
ANDES,2025-03-05,12870.28,COP,synthetic
ANDES,2025-03-06,12930.08,COP,synthetic
ANDES,2025-03-07,12909.49,COP,synthetic
ANDES,2025-03-10,12971.0,COP,synthetic
ANDES,2025-03-11,12849.63,COP,synthetic
ANDES,2025-03-12,12609.83,COP,synthetic
ANDES,2025-03-13,12621.13,COP,synthetic
ANDES,2025-03-14,12507.47,COP,synthetic
ANDES,2025-03-17,12603.76,COP,synthetic
ANDES,2025-03-18,12470.91,COP,synthetic
ANDES,2025-03-19,12146.85,COP,synthetic
ANDES,2025-03-20,12024.23,COP,synthetic
ANDES,2025-03-21,12217.59,COP,synthetic
ANDES,2025-03-24,12174.61,COP,synthetic
ANDES,2025-03-25,12011.54,COP,synthetic
ANDES,2025-03-26,11923.45,COP,synthetic
ANDES,2025-03-27,11989.14,COP,synthetic
ANDES,2025-03-28,12052.3,COP,synthetic
ANDES,2025-03-31,12077.22,COP,synthetic
ANDES,2025-04-01,12260.05,COP,synthetic
ANDES,2025-04-02,12350.35,COP,synthetic
ANDES,2025-04-03,12351.46,COP,synthetic
ANDES,2025-04-04,12428.86,COP,synthetic
ANDES,2025-04-07,12638.24,COP,synthetic
ANDES,2025-04-08,12764.78,COP,synthetic
ANDES,2025-04-09,12899.29,COP,synthetic
ANDES,2025-04-10,12763.49,COP,synthetic
ANDES,2025-04-11,12748.37,COP,synthetic
ANDES,2025-04-14,12845.24,COP,synthetic
ANDES,2025-04-15,12811.01,COP,synthetic
ANDES,2025-04-16,12951.79,COP,synthetic
ANDES,2025-04-17,13032.91,COP,synthetic
ANDES,2025-04-18,13155.19,COP,synthetic
ANDES,2025-04-21,13131.2,COP,synthetic
ANDES,2025-04-22,13469.51,COP,synthetic
ANDES,2025-04-23,13640.57,COP,synthetic
ANDES,2025-04-24,13615.28,COP,synthetic
ANDES,2025-04-25,13631.7,COP,synthetic
ANDES,2025-04-28,13989.56,COP,synthetic
ANDES,2025-04-29,13945.74,COP,synthetic
ANDES,2025-04-30,14071.83,COP,synthetic
ANDES,2025-05-01,14214.02,COP,synthetic
ANDES,2025-05-02,14219.22,COP,synthetic
ANDES,2025-05-05,14057.53,COP,synthetic
ANDES,2025-05-06,14088.11,COP,synthetic
ANDES,2025-05-07,14142.96,COP,synthetic
ANDES,2025-05-08,14306.98,COP,synthetic
ANDES,2025-05-09,14423.28,COP,synthetic
ANDES,2025-05-12,14431.12,COP,synthetic
ANDES,2025-05-13,14558.63,COP,synthetic
ANDES,2025-05-14,14641.59,COP,synthetic
ANDES,2025-05-15,14676.15,COP,synthetic
ANDES,2025-05-16,14688.65,COP,synthetic
ANDES,2025-05-19,14657.31,COP,synthetic
ANDES,2025-05-20,14762.28,COP,synthetic
ANDES,2025-05-21,14611.09,COP,synthetic
ANDES,2025-05-22,14523.61,COP,synthetic
ANDES,2025-05-23,14528.69,COP,synthetic
ANDES,2025-05-26,14320.36,COP,synthetic
ANDES,2025-05-27,14262.23,COP,synthetic
ANDES,2025-05-28,13980.01,COP,synthetic
ANDES,2025-05-29,13888.73,COP,synthetic
ANDES,2025-05-30,13971.85,COP,synthetic
ANDES,2025-06-02,14055.17,COP,synthetic
ANDES,2025-06-03,14051.73,COP,synthetic
ANDES,2025-06-04,14023.33,COP,synthetic
ANDES,2025-06-05,13828.85,COP,synthetic
ANDES,2025-06-06,14085.76,COP,synthetic
ANDES,2025-06-09,14162.67,COP,synthetic
ANDES,2025-06-10,14321.78,COP,synthetic
ANDES,2025-06-11,14199.71,COP,synthetic
ANDES,2025-06-12,14177.67,COP,synthetic
ANDES,2025-06-13,13923.95,COP,synthetic
ANDES,2025-06-16,14036.81,COP,synthetic
ANDES,2025-06-17,14172.28,COP,synthetic
ANDES,2025-06-18,13907.63,COP,synthetic
ANDES,2025-06-19,13904.55,COP,synthetic
ANDES,2025-06-20,13996.37,COP,synthetic
ANDES,2025-06-23,13753.95,COP,synthetic
ANDES,2025-06-24,13507.0,COP,synthetic
ANDES,2025-06-25,13367.19,COP,synthetic
ANDES,2025-06-26,13287.09,COP,synthetic
ANDES,2025-06-27,13104.68,COP,synthetic
ANDES,2025-06-30,13112.76,COP,synthetic
ANDES,2025-07-01,13149.42,COP,synthetic
ANDES,2025-07-02,13236.74,COP,synthetic
ANDES,2025-07-03,13333.63,COP,synthetic
ANDES,2025-07-04,13537.99,COP,synthetic
ANDES,2025-07-07,13699.67,COP,synthetic
ANDES,2025-07-08,13524.06,COP,synthetic
BENCH:DEMO-TR,2024-12-02,4978.76,USD,synthetic
BENCH:DEMO-TR,2024-12-03,4932.75,USD,synthetic
BENCH:DEMO-TR,2024-12-04,4886.43,USD,synthetic
BENCH:DEMO-TR,2024-12-05,4884.32,USD,synthetic
BENCH:DEMO-TR,2024-12-06,4886.03,USD,synthetic
BENCH:DEMO-TR,2024-12-09,4909.05,USD,synthetic
BENCH:DEMO-TR,2024-12-10,4840.42,USD,synthetic
BENCH:DEMO-TR,2024-12-11,4787.95,USD,synthetic
BENCH:DEMO-TR,2024-12-12,4788.39,USD,synthetic
BENCH:DEMO-TR,2024-12-13,4781.23,USD,synthetic
BENCH:DEMO-TR,2024-12-16,4769.27,USD,synthetic
BENCH:DEMO-TR,2024-12-17,4767.99,USD,synthetic
BENCH:DEMO-TR,2024-12-18,4736.82,USD,synthetic
BENCH:DEMO-TR,2024-12-19,4768.14,USD,synthetic
BENCH:DEMO-TR,2024-12-20,4784.77,USD,synthetic
BENCH:DEMO-TR,2024-12-23,4782.43,USD,synthetic
BENCH:DEMO-TR,2024-12-24,4754.93,USD,synthetic
BENCH:DEMO-TR,2024-12-25,4748.91,USD,synthetic
BENCH:DEMO-TR,2024-12-26,4634.01,USD,synthetic
BENCH:DEMO-TR,2024-12-27,4594.47,USD,synthetic
BENCH:DEMO-TR,2024-12-30,4597.39,USD,synthetic
BENCH:DEMO-TR,2024-12-31,4536.54,USD,synthetic
BENCH:DEMO-TR,2025-01-01,4546.05,USD,synthetic
BENCH:DEMO-TR,2025-01-02,4553.44,USD,synthetic
BENCH:DEMO-TR,2025-01-03,4498.36,USD,synthetic
BENCH:DEMO-TR,2025-01-06,4489.56,USD,synthetic
BENCH:DEMO-TR,2025-01-07,4478.23,USD,synthetic
BENCH:DEMO-TR,2025-01-08,4498.11,USD,synthetic
BENCH:DEMO-TR,2025-01-09,4524.23,USD,synthetic
BENCH:DEMO-TR,2025-01-10,4524.11,USD,synthetic
BENCH:DEMO-TR,2025-01-13,4490.8,USD,synthetic
BENCH:DEMO-TR,2025-01-14,4486.32,USD,synthetic
BENCH:DEMO-TR,2025-01-15,4485.02,USD,synthetic
BENCH:DEMO-TR,2025-01-16,4516.01,USD,synthetic
BENCH:DEMO-TR,2025-01-17,4529.33,USD,synthetic
BENCH:DEMO-TR,2025-01-20,4501.24,USD,synthetic
BENCH:DEMO-TR,2025-01-21,4447.72,USD,synthetic
BENCH:DEMO-TR,2025-01-22,4434.12,USD,synthetic
BENCH:DEMO-TR,2025-01-23,4405.9,USD,synthetic
BENCH:DEMO-TR,2025-01-24,4363.13,USD,synthetic
BENCH:DEMO-TR,2025-01-27,4359.89,USD,synthetic
BENCH:DEMO-TR,2025-01-28,4341.93,USD,synthetic
BENCH:DEMO-TR,2025-01-29,4347.35,USD,synthetic
BENCH:DEMO-TR,2025-01-30,4369.13,USD,synthetic
BENCH:DEMO-TR,2025-01-31,4354.2,USD,synthetic
BENCH:DEMO-TR,2025-02-03,4446.59,USD,synthetic
BENCH:DEMO-TR,2025-02-04,4435.06,USD,synthetic
BENCH:DEMO-TR,2025-02-05,4480.36,USD,synthetic
BENCH:DEMO-TR,2025-02-06,4486.61,USD,synthetic
BENCH:DEMO-TR,2025-02-07,4533.03,USD,synthetic
BENCH:DEMO-TR,2025-02-10,4437.46,USD,synthetic
BENCH:DEMO-TR,2025-02-11,4408.78,USD,synthetic
BENCH:DEMO-TR,2025-02-12,4419.9,USD,synthetic
BENCH:DEMO-TR,2025-02-13,4445.2,USD,synthetic
BENCH:DEMO-TR,2025-02-14,4540.01,USD,synthetic
BENCH:DEMO-TR,2025-02-17,4554.55,USD,synthetic
BENCH:DEMO-TR,2025-02-18,4608.37,USD,synthetic
BENCH:DEMO-TR,2025-02-19,4641.55,USD,synthetic
BENCH:DEMO-TR,2025-02-20,4682.51,USD,synthetic
BENCH:DEMO-TR,2025-02-21,4705.41,USD,synthetic
BENCH:DEMO-TR,2025-02-24,4700.22,USD,synthetic
BENCH:DEMO-TR,2025-02-25,4723.16,USD,synthetic
BENCH:DEMO-TR,2025-02-26,4678.75,USD,synthetic
BENCH:DEMO-TR,2025-02-27,4729.9,USD,synthetic
BENCH:DEMO-TR,2025-02-28,4688.02,USD,synthetic
BENCH:DEMO-TR,2025-03-03,4699.94,USD,synthetic
BENCH:DEMO-TR,2025-03-04,4791.06,USD,synthetic
BENCH:DEMO-TR,2025-03-05,4782.86,USD,synthetic
BENCH:DEMO-TR,2025-03-06,4785.13,USD,synthetic
BENCH:DEMO-TR,2025-03-07,4836.66,USD,synthetic
BENCH:DEMO-TR,2025-03-10,4839.25,USD,synthetic
BENCH:DEMO-TR,2025-03-11,4805.53,USD,synthetic
BENCH:DEMO-TR,2025-03-12,4818.13,USD,synthetic
BENCH:DEMO-TR,2025-03-13,4844.82,USD,synthetic
BENCH:DEMO-TR,2025-03-14,4877.24,USD,synthetic
BENCH:DEMO-TR,2025-03-17,4844.79,USD,synthetic
BENCH:DEMO-TR,2025-03-18,4922.66,USD,synthetic
BENCH:DEMO-TR,2025-03-19,4997.98,USD,synthetic
BENCH:DEMO-TR,2025-03-20,5000.3,USD,synthetic
BENCH:DEMO-TR,2025-03-21,5013.89,USD,synthetic
